STATE_NAME,NAMELSAD,lat,lon,geometry,
Oregon,Multnomah County,45.54714854,-122.4146096,c(-122.414609571889, 45.5471485433782)
Tennessee,Grundy County,35.38833357,-85.72262705,c(-85.7226270531076, 35.388333569558)
Minnesota,Hubbard County,47.10814668,-94.91658899,c(-94.9165889874201, 47.1081466821166)
North Dakota,Sargent County,46.10796152,-97.63071917,c(-97.6307191724188, 46.1079615184677)
New York,St. Lawrence County,44.49593161,-75.0690444,c(-75.0690443992426, 44.4959316120203)
Missouri,Reynolds County,37.36210396,-90.96890127,c(-90.9689012704472, 37.3621039568659)
California,Sacramento County,38.44905285,-121.3445195,c(-121.344519544524, 38.4490528452387)
Ohio,Paulding County,41.11661169,-84.58016961,c(-84.5801696072932, 41.1166116926092)
Indiana,Wells County,40.72906146,-85.22128235,c(-85.2212823495849, 40.7290614554365)
Virginia,Floyd County,36.93157426,-80.36273662,c(-80.3627366223257, 36.9315742599209)
California,Santa Barbara County,34.53731734,-120.0303003,c(-120.030300277052, 34.5373173437527)
West Virginia,Boone County,38.0229073,-81.71112008,c(-81.7111200801251, 38.0229072968678)
Mississippi,Benton County,34.81715047,-89.1884894,c(-89.1884893981391, 34.8171504695932)
Kentucky,Crittenden County,37.35272126,-88.09729742,c(-88.0972974236345, 37.3527212624177)
Iowa,Palo Alto County,43.08198175,-94.67813624,c(-94.6781362388664, 43.0819817500692)
Iowa,Ringgold County,40.73514386,-94.24397197,c(-94.2439719665146, 40.7351438599564)
North Carolina,Randolph County,35.71026461,-79.80601579,c(-79.8060157935979, 35.7102646135149)
Maryland,Cecil County,39.56231311,-75.94800808,c(-75.9480080840521, 39.5623131111274)
Indiana,Warren County,40.34685242,-87.35344744,c(-87.3534474362324, 40.3468524217902)
Nebraska,Greeley County,41.56736184,-98.52124465,c(-98.5212446520684, 41.5673618358635)
Nebraska,Jefferson County,40.1756854,-97.14271525,c(-97.1427152494512, 40.1756854038575)
Nebraska,Saline County,40.52398472,-97.14090801,c(-97.1409080056467, 40.5239847172664)
Kentucky,Knott County,37.35401109,-82.95410497,c(-82.9541049715365, 37.3540110864487)
Iowa,Clinton County,41.89812704,-90.53198933,c(-90.5319893334703, 41.8981270357967)
Minnesota,Jackson County,43.67413618,-95.15411494,c(-95.154114941736, 43.6741361820267)
Minnesota,Dodge County,44.02246096,-92.8620517,c(-92.8620516968257, 44.0224609608821)
Minnesota,Freeborn County,43.67380579,-93.34881615,c(-93.3488161544627, 43.6738057929373)
California,Calaveras County,38.20445938,-120.5546751,c(-120.554675072042, 38.204459376301)
Massachusetts,Barnstable County,41.77324662,-70.23843034,c(-70.2384303367316, 41.7732466226907)
Virginia,Middlesex County,37.62275062,-76.50569386,c(-76.5056938627169, 37.6227506227509)
Pennsylvania,Jefferson County,41.12797413,-78.99944166,c(-78.9994416608211, 41.1279741343856)
Indiana,Lake County,41.47181812,-87.37641908,c(-87.3764190755206, 41.4718181156257)
Tennessee,Bedford County,35.51375336,-86.45886633,c(-86.4588663291518, 35.513753358603)
Tennessee,Clay County,36.55121566,-85.54386579,c(-85.5438657863472, 36.5512156580037)
Illinois,Coles County,39.52028914,-88.22179707,c(-88.2217970714954, 39.5202891422957)
Tennessee,Lauderdale County,35.76052688,-89.63068118,c(-89.6306811790688, 35.7605268757939)
Oregon,Baker County,44.70918901,-117.6764837,c(-117.676483651257, 44.7091890147736)
New York,Schuyler County,42.39378174,-76.87519129,c(-76.8751912886305, 42.3937817441708)
Michigan,Van Buren County,42.28560136,-86.30599016,c(-86.3059901591935, 42.2856013577281)
Illinois,Mercer County,41.20539963,-90.7413271,c(-90.7413271017251, 41.2053996307113)
Kentucky,Lawrence County,38.0678215,-82.73472498,c(-82.7347249773946, 38.067821500342)
Kentucky,Morgan County,37.92226813,-83.2589074,c(-83.258907397252, 37.9222681274961)
Kentucky,Muhlenberg County,37.21573648,-87.14197988,c(-87.1419798801186, 37.2157364754045)
Illinois,Effingham County,39.0597479,-88.58982937,c(-88.5898293735385, 39.0597479014508)
Tennessee,Loudon County,35.73476406,-84.3119013,c(-84.3119012972004, 35.7347640642408)
South Dakota,Clark County,44.8578287,-97.72942287,c(-97.7294228671103, 44.8578286972039)
Florida,Gilchrist County,29.72576567,-82.80036309,c(-82.8003630914228, 29.7257656723589)
Indiana,Tippecanoe County,40.38852637,-86.89409605,c(-86.8940960534839, 40.3885263719511)
Pennsylvania,Snyder County,40.76987111,-77.07021526,c(-77.0702152588395, 40.7698711132572)
Texas,Lamar County,33.6671696,-95.57114736,c(-95.571147358131, 33.6671695972094)
Florida,Miami-Dade County,25.61036663,-80.50559794,c(-80.5055979440243, 25.6103666294932)
Nebraska,Dundy County,40.17627688,-101.6879619,c(-101.687961886487, 40.1762768802175)
Texas,Leon County,31.29640611,-95.99588282,c(-95.9958828212083, 31.2964061112025)
Colorado,Pitkin County,39.21723864,-106.9164615,c(-106.916461531089, 39.2172386363366)
North Dakota,Grand Forks County,47.92175332,-97.45668472,c(-97.4566847203193, 47.9217533202976)
Indiana,LaPorte County,41.5488293,-86.74249537,c(-86.7424953707114, 41.5488292978528)
Indiana,Hamilton County,40.0724272,-86.05202947,c(-86.052029469873, 40.0724271971797)
Virginia,Emporia city,36.69532916,-77.5356113,c(-77.5356112964338, 36.6953291587157)
Oklahoma,Lincoln County,35.70282351,-96.88089294,c(-96.8808929414572, 35.7028235144011)
Kansas,Greeley County,38.48039881,-101.8059697,c(-101.805969698581, 38.4803988099922)
Georgia,Harris County,32.73599721,-84.90894496,c(-84.9089449617929, 32.7359972145433)
Georgia,Screven County,32.75045751,-81.61192471,c(-81.611924710614, 32.7504575093518)
Texas,Stonewall County,33.17903607,-100.2533037,c(-100.253303713989, 33.1790360708325)
Ohio,Henry County,41.33380038,-84.06818214,c(-84.0681821427085, 41.3338003772246)
New Hampshire,Grafton County,43.94006493,-71.8212991,c(-71.8212991043222, 43.9400649313495)
Missouri,Newton County,36.90552013,-94.33923362,c(-94.3392336167302, 36.9055201347199)
Indiana,Posey County,38.02164991,-87.86858668,c(-87.8685866751927, 38.0216499086321)
Texas,McMullen County,28.35248022,-98.56784141,c(-98.5678414080965, 28.35248022131)
Illinois,Cumberland County,39.27337336,-88.2402003,c(-88.2402003009509, 39.2733733606816)
Georgia,Walton County,33.78154206,-83.73383447,c(-83.7338344722277, 33.7815420618555)
Minnesota,Pope County,45.5859806,-95.44447684,c(-95.444476836684, 45.5859806037665)
Virginia,Rappahannock County,38.68472802,-78.15927399,c(-78.1592739902278, 38.6847280166844)
Virginia,Amherst County,37.60473143,-79.14506936,c(-79.145069355503, 37.6047314340724)
California,Ventura County,34.35575572,-119.1265233,c(-119.126523346852, 34.3557557233203)
Illinois,Crawford County,39.00263235,-87.75949657,c(-87.7594965712031, 39.0026323492192)
Colorado,Park County,39.11877787,-105.7171169,c(-105.717116864319, 39.1187778704983)
California,Los Angeles County,34.19590964,-118.261819,c(-118.261819037583, 34.1959096417473)
Arizona,Yuma County,32.76884701,-113.9056484,c(-113.905648436128, 32.7688470059153)
Georgia,Gordon County,34.50318558,-84.87592077,c(-84.875920766966, 34.5031855817985)
Iowa,Calhoun County,42.38510123,-94.64035954,c(-94.640359542446, 42.3851012308057)
Florida,Highlands County,27.34320176,-81.34103198,c(-81.3410319843686, 27.3432017588275)
Virginia,Covington city,37.77861275,-79.98675685,c(-79.9867568519934, 37.7786127488436)
Vermont,Orange County,44.0055996,-72.37689264,c(-72.3768926375412, 44.0055995971388)
Kansas,McPherson County,38.39155642,-97.64807833,c(-97.6480783268083, 38.3915564181708)
Arizona,Pinal County,32.90459782,-111.3446813,c(-111.344681336097, 32.9045978185885)
Ohio,Fulton County,41.60182494,-84.13007751,c(-84.1300775086623, 41.601824939502)
Colorado,Alamosa County,37.57283002,-105.7884014,c(-105.788401401908, 37.5728300200262)
Florida,Citrus County,28.85223974,-82.5941753,c(-82.5941753034957, 28.8522397428488)
Tennessee,DeKalb County,35.97983821,-85.8326889,c(-85.8326889036788, 35.9798382119199)
Pennsylvania,Clarion County,41.19225356,-79.42108643,c(-79.4210864276775, 41.1922535647292)
South Dakota,Miner County,44.02186709,-97.6102441,c(-97.6102440950553, 44.0218670854252)
South Dakota,Jerauld County,44.06637883,-98.62967778,c(-98.6296777751481, 44.066378833944)
Indiana,Decatur County,39.30694673,-85.50123506,c(-85.501235057754, 39.3069467336879)
Indiana,Dubois County,38.36422508,-86.87983788,c(-86.8798378829387, 38.3642250761296)
Virginia,Essex County,37.93908191,-76.94081526,c(-76.9408152558534, 37.9390819084483)
South Carolina,Williamsburg County,33.61985705,-79.72776321,c(-79.727763208378, 33.6198570477751)
New York,Essex County,44.11680778,-73.7732026,c(-73.7732026025851, 44.1168077751678)
Iowa,Worth County,43.37739783,-93.26084743,c(-93.2608474311594, 43.3773978293486)
Oklahoma,Hughes County,35.04815673,-96.25025452,c(-96.2502545249302, 35.0481567250959)
Virginia,Buchanan County,37.26653053,-82.03601464,c(-82.0360146384855, 37.266530528134)
Virginia,Alleghany County,37.78779075,-80.00632668,c(-80.0063266773595, 37.7877907523358)
Mississippi,Lowndes County,33.47279925,-88.44344779,c(-88.4434477870614, 33.4727992454164)
Indiana,Scott County,38.68504753,-85.7474703,c(-85.7474702977913, 38.6850475278404)
Colorado,Prowers County,37.95491327,-102.3933533,c(-102.393353259105, 37.954913267722)
Texas,Sutton County,30.49836907,-100.538193,c(-100.538192975747, 30.4983690713934)
Oklahoma,Muskogee County,35.61603724,-95.37918516,c(-95.3791851550042, 35.6160372444272)
Missouri,Christian County,36.96962119,-93.18871768,c(-93.1887176819452, 36.9696211929259)
Mississippi,Lamar County,31.20591085,-89.50864377,c(-89.5086437671099, 31.2059108493166)
Indiana,Ripley County,39.1033338,-85.26247799,c(-85.2624779925858, 39.1033337975572)
North Dakota,Mercer County,47.3089734,-101.83177,c(-101.831770028459, 47.30897340093)
Georgia,Hart County,34.35086799,-82.96424863,c(-82.9642486310473, 34.3508679878721)
Louisiana,Jackson Parish,32.30201354,-92.55776949,c(-92.5577694943125, 32.3020135410195)
Virginia,Northumberland County,37.85460331,-76.37931364,c(-76.3793136448811, 37.854603309463)
Texas,Fort Bend County,29.5274589,-95.77090611,c(-95.7709061129527, 29.5274589017748)
Wisconsin,Green Lake County,43.800249,-89.04490298,c(-89.0449029784286, 43.8002489983463)
Montana,Pondera County,48.22865322,-112.2260058,c(-112.226005750759, 48.2286532163154)
Wisconsin,Walworth County,42.66840315,-88.54190512,c(-88.5419051170348, 42.6684031523977)
Nevada,Mineral County,38.5377861,-118.4346719,c(-118.434671930142, 38.5377861025821)
Illinois,Fulton County,40.47257532,-90.20762417,c(-90.2076241728983, 40.4725753186506)
New York,Suffolk County,40.94096417,-72.68685967,c(-72.6868596747779, 40.9409641665704)
Indiana,Union County,39.62551345,-84.92514132,c(-84.9251413174479, 39.6255134536861)
Missouri,McDonald County,36.628714,-94.34833903,c(-94.3483390347782, 36.6287139997551)
Nebraska,Scotts Bluff County,41.85062584,-103.7079592,c(-103.707959157793, 41.8506258399488)
New Mexico,San Miguel County,35.48153746,-104.8158858,c(-104.815885826694, 35.4815374619623)
Alabama,Lee County,32.60117912,-85.35550993,c(-85.3555099305379, 32.6011791173366)
Texas,Parker County,32.77754984,-97.80509783,c(-97.8050978273912, 32.7775498442792)
North Dakota,Dickey County,46.11030542,-98.50469965,c(-98.5046996463734, 46.1103054172135)
North Dakota,Barnes County,46.93573726,-98.07146511,c(-98.0714651078236, 46.9357372629533)
Minnesota,Sibley County,44.57961567,-94.23222873,c(-94.2322287332852, 44.5796156741098)
Georgia,Upson County,32.88125922,-84.29930325,c(-84.299303247827, 32.8812592195407)
California,Sonoma County,38.52516813,-122.9216828,c(-122.921682783131, 38.5251681261017)
Michigan,Chippewa County,46.32772982,-84.52503363,c(-84.5250336258591, 46.3277298200929)
Idaho,Bonneville County,43.38796497,-111.6135853,c(-111.613585329018, 43.3879649707588)
Georgia,Barrow County,33.99319872,-83.71273058,c(-83.7127305795821, 33.9931987180863)
Georgia,Long County,31.75250608,-81.74561586,c(-81.7456158628314, 31.7525060753165)
Texas,Kinney County,29.35009124,-100.4179729,c(-100.41797293362, 29.3500912448863)
Oklahoma,Ottawa County,36.83544586,-94.81042035,c(-94.8104203494427, 36.8354458617439)
Pennsylvania,Clearfield County,40.99990603,-78.47439165,c(-78.4743916541476, 40.9999060326629)
Michigan,Clinton County,42.9435692,-84.60151316,c(-84.6015131632881, 42.9435692011949)
Illinois,Montgomery County,39.23091528,-89.47877092,c(-89.4787709219553, 39.2309152771198)
Mississippi,Alcorn County,34.88077923,-88.5802407,c(-88.5802407015289, 34.8807792310266)
Mississippi,Lafayette County,34.35669826,-89.48487104,c(-89.4848710368655, 34.356698256269)
Louisiana,Grant Parish,31.59971393,-92.55944027,c(-92.5594402653264, 31.5997139341324)
Missouri,Atchison County,40.43081389,-95.42800443,c(-95.4280044289925, 40.4308138909913)
Illinois,Macon County,39.85988682,-88.96158104,c(-88.9615810426176, 39.8598868228169)
Michigan,St. Joseph County,41.91436694,-85.52775013,c(-85.5277501269436, 41.9143669436361)
Illinois,Franklin County,37.9922819,-88.92417836,c(-88.9241783618743, 37.9922818981903)
Montana,Garfield County,47.27745514,-106.9934855,c(-106.993485456143, 47.2774551414728)
Nebraska,Adams County,40.52438934,-98.50120837,c(-98.5012083708477, 40.5243893395095)
Minnesota,Olmsted County,44.00375223,-92.40170777,c(-92.4017077735015, 44.0037522330396)
New Jersey,Union County,40.65993845,-74.30821898,c(-74.3082189827679, 40.659938450039)
Alabama,Mobile County,30.68441205,-88.19757404,c(-88.1975740407646, 30.6844120488991)
South Dakota,McCook County,43.67422489,-97.3684415,c(-97.3684414966012, 43.6742248940462)
Alabama,Fayette County,33.72114434,-87.7388454,c(-87.7388453975499, 33.7211443376679)
Alabama,Chambers County,32.9142962,-85.39201531,c(-85.3920153136392, 32.9142961963294)
North Carolina,Northampton County,36.41774673,-77.39667996,c(-77.3966799642705, 36.4177467319515)
Colorado,Moffat County,40.61869299,-108.2074685,c(-108.207468537249, 40.6186929884184)
Kentucky,Green County,37.26403854,-85.55305601,c(-85.5530560070043, 37.2640385397646)
Indiana,Franklin County,39.41488953,-85.06029188,c(-85.0602918802694, 39.4148895303637)
North Carolina,Beaufort County,35.4869033,-76.84523755,c(-76.8452375511088, 35.4869032955406)
North Dakota,Burleigh County,46.97698014,-100.4686703,c(-100.468670291376, 46.976980139955)
North Carolina,Rowan County,35.63941694,-80.52462919,c(-80.5246291914346, 35.6394169356986)
Michigan,Iron County,46.20865957,-88.53037794,c(-88.5303779377272, 46.2086595702967)
Minnesota,Kandiyohi County,45.15208175,-95.00472788,c(-95.004727883654, 45.1520817531641)
Kentucky,Wolfe County,37.73933213,-83.49316245,c(-83.4931624521318, 37.7393321317726)
Texas,Fayette County,29.87672595,-96.91997568,c(-96.9199756782668, 29.8767259527732)
South Dakota,Lawrence County,44.3584235,-103.7921538,c(-103.792153845744, 44.358423497739)
Maine,Washington County,44.96788775,-67.60853682,c(-67.608536819339, 44.9678877522894)
Texas,Briscoe County,34.53016834,-101.2085945,c(-101.208594480393, 34.5301683370459)
Michigan,Ontonagon County,47.02051251,-89.43418291,c(-89.4341829070672, 47.0205125147226)
Mississippi,Carroll County,33.44841748,-89.9201117,c(-89.9201117045933, 33.4484174762912)
Oregon,Benton County,44.49158729,-123.4294817,c(-123.42948171447, 44.4915872862552)
Minnesota,Rock County,43.67452005,-96.25320773,c(-96.2532077254157, 43.6745200521746)
Pennsylvania,Indiana County,40.65176201,-79.08779689,c(-79.087796889881, 40.6517620091402)
Louisiana,Lincoln Parish,32.60160949,-92.66489126,c(-92.6648912583324, 32.6016094865414)
Pennsylvania,Perry County,40.39843745,-77.26259714,c(-77.2625971405523, 40.3984374488668)
South Dakota,Ziebach County,44.97950154,-101.6655132,c(-101.66551321509, 44.9795015430406)
Texas,Harrison County,32.54815593,-94.37143301,c(-94.371433007384, 32.548155933804)
Michigan,Baraga County,46.69938091,-88.35246154,c(-88.352461538119, 46.6993809126072)
Oklahoma,Rogers County,36.37133858,-95.60435265,c(-95.6043526477875, 36.3713385813324)
Missouri,Boone County,38.99033774,-92.30967282,c(-92.3096728241209, 38.9903377369242)
Oklahoma,Caddo County,35.17405253,-98.37502648,c(-98.3750264783865, 35.1740525281786)
Colorado,Jefferson County,39.58587547,-105.2506431,c(-105.250643075832, 39.5858754704457)
West Virginia,Cabell County,38.42025543,-82.24176304,c(-82.2417630400851, 38.4202554265134)
Texas,Reagan County,31.3659848,-101.5230121,c(-101.523012140537, 31.3659847952365)
Arkansas,Van Buren County,35.58061229,-92.51566698,c(-92.5156669832891, 35.5806122947902)
Colorado,Summit County,39.63395399,-106.1160382,c(-106.116038245194, 39.6339539889699)
Kansas,Cowley County,37.23763815,-96.83748798,c(-96.8374879751137, 37.2376381533146)
Arkansas,Johnson County,35.56959856,-93.4600989,c(-93.4600989036727, 35.569598562192)
New York,Hamilton County,43.66027032,-74.49714089,c(-74.4971408929593, 43.6602703211181)
Virginia,Craig County,37.48168946,-80.21153996,c(-80.2115399565072, 37.4816894607572)
Texas,Coleman County,31.77294523,-99.45360701,c(-99.453607006492, 31.772945229207)
Arizona,Navajo County,35.39018075,-110.3204392,c(-110.320439213683, 35.3901807516438)
Mississippi,Lincoln County,31.53233152,-90.45393216,c(-90.4539321576481, 31.5323315204502)
Texas,Ochiltree County,36.27830594,-100.8156536,c(-100.81565358133, 36.27830594376)
Texas,Crane County,31.4283615,-102.515441,c(-102.51544099225, 31.4283615023262)
Wyoming,Big Horn County,44.52641974,-107.9941064,c(-107.994106403804, 44.5264197377817)
Tennessee,Hickman County,35.80321751,-87.47338525,c(-87.4733852458747, 35.8032175079019)
Mississippi,Tunica County,34.65055249,-90.37505066,c(-90.3750506635439, 34.6505524914954)
Missouri,Harrison County,40.35450212,-93.99204996,c(-93.9920499591368, 40.3545021167344)
Indiana,Bartholomew County,39.20591928,-85.89765456,c(-85.8976545563253, 39.205919282393)
Georgia,Paulding County,33.92049555,-84.86730052,c(-84.8673005175341, 33.9204955491693)
Ohio,Brown County,38.93359306,-83.86713951,c(-83.8671395136288, 38.9335930616511)
Tennessee,Putnam County,36.14090852,-85.49514068,c(-85.4951406825903, 36.1409085158857)
North Dakota,Ward County,48.22107032,-101.5403499,c(-101.540349949617, 48.2210703214557)
Massachusetts,Worcester County,42.35100727,-71.90736249,c(-71.907362488495, 42.3510072660862)
